fullName,owner,name,stars,inDeg,pagerank,daysSinceUpdate,latestToolchain,repoUrl,composite_rank
morganfshirley/CommComp,morganfshirley,CommComp,3,0,0.0008650948644855007,492,leanprover/lean4:v4.12.0-rc1,https://github.com/morganfshirley/CommComp,382.6666666666667
argumentcomputer/OpenSSL.lean,argumentcomputer,OpenSSL.lean,4,0,0.0008650948644855007,1091,leanprover/lean4:nightly-2022-09-11,https://github.com/argumentcomputer/OpenSSL.lean,382.6666666666667
argumentcomputer/Vero,argumentcomputer,Vero,4,0,0.0008650948644855007,1148,leanprover/lean4:nightly-2023-01-10,https://github.com/argumentcomputer/Vero,383.0
hargoniX/crup,hargoniX,crup,3,0,0.0008650948644855007,534,leanprover/lean4:v4.3.0,https://github.com/hargoniX/crup,384.3333333333333
alexjgreig/Quave,alexjgreig,Quave,2,0,0.0008650948644855007,249,leanprover/lean4:v4.16.0-rc2,https://github.com/alexjgreig/QHL-Lean,384.3333333333333
kmill/msri2023_graphs,kmill,msri2023_graphs,3,0,0.0008650948644855007,549,leanprover/lean4:nightly-2023-06-10,https://github.com/kmill/msri2023_graphs,385.0
hanwenzhu/hammer-demo,hanwenzhu,hammer-demo,2,0,0.0008650948644855007,257,leanprover/lean4:v4.22.0,https://github.com/hanwenzhu/hammer-demo-irrational-two,385.0
Koukyosyumei/pol,Koukyosyumei,pol,2,0,0.0008650948644855007,261,leanprover/lean4:v4.22.0-rc3,https://github.com/Koukyosyumei/PoL,385.6666666666667
klavins/LeanBook,klavins,LeanBook,2,0,0.0008650948644855007,266,leanprover/lean4:v4.19.0-rc3,https://github.com/klavins/LeanBook,386.6666666666667
avigad/VerificationDemo,avigad,VerificationDemo,3,0,0.0008650948644855007,587,leanprover/lean4:v4.13.0-rc3,https://github.com/avigad/verification_demo,387.3333333333333
kkytola/ExtremeValueProject,kkytola,ExtremeValueProject,2,0,0.0008650948644855007,272,leanprover/lean4:v4.23.0-rc2,https://github.com/kkytola/ExtremeValueProject,387.6666666666667
fgdorais/lean4-automata,fgdorais,lean4-automata,2,0,0.0008650948644855007,274,leanprover/lean4:v4.23.0-rc1,https://github.com/fgdorais/lean4-automata,388.0
katzenpost/crypt_walker,katzenpost,crypt_walker,3,0,0.0008650948644855007,629,,https://github.com/katzenpost/crypt_walker,389.6666666666667
hhu-adam/webeditor,hhu-adam,webeditor,3,0,0.0008650948644855007,658,leanprover/lean4:nightly,https://github.com/hhu-adam/lean4web-tools,391.3333333333333
somombo/swaps-perm,somombo,swaps-perm,3,0,0.0008650948644855007,716,leanprover/lean4:v4.7.0,https://github.com/somombo/swaps-perm,393.0
optimisticexquisite/lean-rsa-project,optimisticexquisite,lean-rsa-project,3,0,0.0008650948644855007,729,leanprover/lean4:nightly-2023-04-11,https://github.com/optimisticexquisite/lean-rsa-project,394.0
argumentcomputer/Spark.lean,argumentcomputer,Spark.lean,3,0,0.0008650948644855007,802,leanprover/lean4:nightly-2022-05-29,https://github.com/argumentcomputer/Spark.lean,394.6666666666667
ImperialCollegeLondon/LAGinLean,ImperialCollegeLondon,LAGinLean,2,0,0.0008650948644855007,350,leanprover/lean4:v4.7.0,https://github.com/ImperialCollegeLondon/LAGinLean2024,395.3333333333333
SchrodingerZhu/hashbrown4lean,SchrodingerZhu,hashbrown4lean,3,0,0.0008650948644855007,912,,https://github.com/SchrodingerZhu/hashbrown4lean,396.3333333333333
chords-project/itc-course,chords-project,itc-course,2,0,0.0008650948644855007,374,leanprover/lean4:v4.17.0-rc1,https://github.com/chords-project/itc-course,397.3333333333333
niklasmohrin/LeanSeminar,niklasmohrin,LeanSeminar,2,0,0.0008650948644855007,462,leanprover/lean4:v4.7.0,https://github.com/niklasmohrin/lean-seminar-2023,401.6666666666667
ivankobe/FactorizationSystems,ivankobe,FactorizationSystems,2,0,0.0008650948644855007,478,leanprover/lean4:v4.14.0-rc2,https://github.com/ivankobe/FactorizationSystems,402.6666666666667
lean-ja/verso-manual,lean-ja,verso-manual,2,0,0.0008650948644855007,495,leanprover/lean4:v4.15.0-rc1,https://github.com/lean-ja/reference-manual-ja,403.6666666666667
madvorak/thue,madvorak,thue,2,0,0.0008650948644855007,571,leanprover/lean4:nightly-2023-07-12,https://github.com/madvorak/thue,406.6666666666667
fpvandoorn/sard,fpvandoorn,sard,2,0,0.0008650948644855007,584,leanprover/lean4:v4.12.0,https://github.com/fpvandoorn/sard,407.3333333333333
pitmonticone/NewProject,pitmonticone,NewProject,1,0,0.0008650948644855007,254,leanprover/lean4:v4.12.0-rc1,https://github.com/pitmonticone/NewProject,407.3333333333333
AlexBrodbelt/Game,AlexBrodbelt,Game,2,0,0.0008650948644855007,590,leanprover/lean4:v4.6.0,https://github.com/AlexBrodbelt/metric-spaces-and-topology-game,408.6666666666667
jtristan/lffi,jtristan,lffi,2,0,0.0008650948644855007,667,leanprover/lean4:v4.10.0-rc2,https://github.com/jtristan/lffi,412.3333333333333
lindy-labs/WadrayVerification,lindy-labs,WadrayVerification,2,0,0.0008650948644855007,692,leanprover/lean4:v4.9.0-rc2,https://github.com/lindy-labs/wadray_verification,412.6666666666667
Joonas-vonlerber/Game,Joonas-vonlerber,Game,2,0,0.0008650948644855007,722,leanprover/lean4:v4.6.0,https://github.com/Joonas-vonlerber/Type-Theory-Game,414.3333333333333
argumentcomputer/Bellanova.lean,argumentcomputer,Bellanova.lean,2,0,0.0008650948644855007,883,leanprover/lean4:nightly-2023-01-10,https://github.com/argumentcomputer/Bellanova.lean,415.6666666666667
AdrienChampion/loadTerms,AdrienChampion,loadTerms,2,0,0.0008650948644855007,884,leanprover/lean4:stable,https://github.com/AdrienChampion/loadTerms.lean,416.3333333333333
